crop_id,crop_common_name,crop_genus,crop_specie,crop_group,crop_subgroup,max_rooting_depth,depletion_fraction,is_avg_depth,initial_kc,mid_kc,end_kc,max_height,is_avg_kc,nutrient_notes,percentrefuse,refuse,protein,lipid,energy,ca,fe,mg,ph,k,na,zn,cu,fl,mn,se,vita_rae,vite,vitc,thiamin,riboflavin,niacin,pantothenic,vitb6,folate,vitb12,vitk,is_avg_nutrient,farm_id,user_added,deleted,nutrient_credits,created_by_user_id,updated_by_user_id,created_at,updated_at,crop_translation_key,crop_photo_url,reviewed,can_be_cover_crop,planting_depth,yield_per_area,average_seed_weight,yield_per_plant,lifecycle,seeding_type,needs_transplant,germination_days,transplant_days,harvest_days,termination_days,planting_method,plant_spacing,seeding_rate,hs_code_id
1217,Tomato - Yellow Pear,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.4,,0.6,1.152,0.8,0.6,,,9,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,,0.114,,42,,13.7,0.037,0.019,0.594,,0.08,15,,,,8742c4d6-5b3a-11ea-b27b-22000a946868,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Tomato - Yellow Pear,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
1100,Tomato - red,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.4,,0.6,1.152,0.8,0.6,,,9,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,,0.114,,42,,13.7,0.037,0.019,0.594,,0.08,15,,,,d1de2e42-16a5-11ea-855c-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Tomato - red,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
1140,Tomato - red2,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.4,,0.6,1.152,0.8,0.6,,,9,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,,0.114,,42,,13.7,0.037,0.019,0.594,,0.08,15,,,,d1de2e42-16a5-11ea-855c-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Tomato - red2,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
1168,Tomato - Green,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.4,,0.6,1.152,0.8,0.6,,,9,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,,0.114,,42,,13.7,0.037,0.019,0.594,,0.08,15,,,,d1de2e42-16a5-11ea-855c-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Tomato - Green,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
1169,Tomato - Some variety,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.4,,0.6,1.152,0.8,0.6,,,9,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,,0.114,,42,,13.7,0.037,0.019,0.594,,0.08,15,,,,d1de2e42-16a5-11ea-855c-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Tomato - Some variety,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
1175,Tomato - Roma,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.4,,0.6,1.152,0.8,0.6,,,9,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,,0.114,,42,,13.7,0.037,0.019,0.594,,0.08,15,,,,b4c9ceb6-2e6e-11ea-9a69-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Tomato - Roma,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
1322,Tomato - asdasd,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.5,,0.6,1.152,0.8,0.6,,,50,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,1,0.114,1,42,1,13.7,0.037,0.019,0.594,1,0.08,15,,1,,dcd2a6d0-4533-11eb-bfe2-22000ab8b02b,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Tomato - asdasd,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
1375,Tomato - New Girl,Lycopersicon,esculentum  ,Vegetables and melons,Fruit-bearing vegetables,1.1,0.5,,0.6,1.152,0.8,0.6,,,50,,0.88,0.2,18,10,0.27,11,24,237,5,0.17,0.059,1,0.114,1,42,1,13.7,0.037,0.019,0.594,1,0.08,15,,1,,40189f38-6947-11eb-b52b-22000a6ddaf5,true,,,32e01256-6947-11eb-b52b-22000a6ddaf5,32e01256-6947-11eb-b52b-22000a6ddaf5,2021-02-07 13:27:29.435+00,2021-02-07 13:27:29.435+00,Tomato - New Girl,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/tomato.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70200
71,Parsnip,Pastinaca,sativa,Vegetables and melons,Root, bulb or tuberous vegetables,0.75,0.4,,0.5,1.05,0.95,0.4,,,15,,1.2,0.3,75,36,0.59,29,71,375,10,0.59,0.12,,0.56,,,,17,0.09,0.05,0.7,,0.09,67,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PARSNIP,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/parsnip.webp,true,,0.007500000000,2.612000000000,0.000010000000,0.160000000000,ANNUAL,SEED,,14,,100,,,0.080000000000,,1209918054
72,Radish,Raphanus,sativus,Vegetables and melons,Root, bulb or tuberous vegetables,0.4,0.3,,0.7,0.9,0.85,0.3,,,9,,1.43,0.25,23,19,0.57,13,40,302,22,0.62,0.341,,0.138,,1,,8,0.016,0.028,0.255,,0.057,60,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,RADISH,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/radish.webp,true,true,0.006300000000,1.250000000000,0.000010000000,0.010000000000,ANNUAL,SEED,,4,,22,,ROW_METHOD,0.040000000000,,70690
1097,Radish - Easter Egg,Raphanus,sativus     ,Vegetables and melons,Root, bulb or tuberous vegetables,0.4,0.3,,0.7,0.9,0.85,0.3,,,9,,1.43,0.25,23,19,0.57,13,40,302,22,0.62,0.341,,0.138,,1,,8,0.016,0.028,0.255,,0.057,60,,,,bf1354e0-17a4-11ea-a8d4-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Radish - Easter Egg,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/radish.webp,,,,,,,ANNUAL,SEED,,,,,,,,,70690
73,Spinach,Spinacia,oleracea,Vegetables and melons,Leafy or stem vegetables,0.4,0.2,,0.7,1,0.95,0.3,,,28,,2.86,0.39,23,99,2.71,79,49,558,79,0.53,0.13,,0.897,,469,,28.1,0.078,0.189,0.724,,0.195,194,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,SPINACH,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/spinach.webp,true,,0.015000000000,1.416000000000,0.000010000000,0.180000000000,ANNUAL,SEED,true,8,35,21,,ROW_METHOD,0.150000000000,,7103000
1407,Spinach - Joi Choi,Brassica,rapa,Other crops,Other crops,,0.5,,,,,,,,50,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,1,,24e8ee66-97cd-11eb-ae5e-121a0e444ae7,true,,,cc701822-97cc-11eb-87ad-121a0e444ae7,cc701822-97cc-11eb-87ad-121a0e444ae7,2021-04-07 23:50:04.913+00,2021-04-07 23:50:04.913+00,Spinach - Joi Choi,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/spinach.webp,,,,,,,ANNUAL,SEED,,,,,,,,,7103000
1406,Spinach - tbd,Spinacia,oleracea     ,Vegetables and melons,Leafy or stem vegetables,0.4,0.5,,0.7,1,0.95,0.3,,,50,,2.86,0.39,23,99,2.71,79,49,558,79,0.53,0.13,1,0.897,1,469,1,28.1,0.078,0.189,0.724,1,0.195,194,,1,,24e8ee66-97cd-11eb-ae5e-121a0e444ae7,true,,,cc701822-97cc-11eb-87ad-121a0e444ae7,cc701822-97cc-11eb-87ad-121a0e444ae7,2021-04-07 23:46:54.129+00,2021-04-07 23:46:54.129+00,Spinach - tbd,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/spinach.webp,,,,,,,ANNUAL,SEED,,,,,,,,,7103000
1218,Spinach - renegade,Spinacia,oleracea     ,Vegetables and melons,Leafy or stem vegetables,0.4,0.2,,0.7,1,0.95,0.3,,,28,,2.86,0.39,23,99,2.71,79,49,558,79,0.53,0.13,,0.897,,469,,28.1,0.078,0.189,0.724,,0.195,194,,,,11359696-a438-11ea-8857-22000ba8027d,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Spinach - renegade,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/spinach.webp,,,,,,,ANNUAL,SEED,,,,,,,,,7103000
1742,Coca Plant,,,Stimulant, spice and aromatic crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c0480ec-3054-11ec-be02-0242ac130002,true,,,041508a6-3051-11ec-b356-0242ac130002,041508a6-3051-11ec-b356-0242ac130002,2021-10-20 19:08:04.308+00,2021-10-20 19:08:04.308+00,Coca Plant,https://litefarmbeta.nyc3.digitaloceanspaces.com/default_crop/v2/default.webp,,true,,,,,ANNUAL,SEED,,,,,,,,,
74,Chili, dry (all varieties),Capsicum,spp.,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.6,0.4,true,0.6,1.15,1.1,,true,,27,,1.87,0.44,40,14,1.03,23,43,322,9,0.26,0.129,,0.187,,48,,143.7,0.072,0.086,1.244,,0.506,23,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,CHILI_ALL_VARIETIES,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/chili_dry_all_varieties.webp,true,,0.007500000000,1.220000000000,0.000010000000,0.450000000000,ANNUAL,SEED,true,10,56,60,,,0.450000000000,,9042211
75,Caraway seeds,Carum,carvi,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.6,0.4,true,0.6,1.15,1.1,,true,,,,19.77,14.59,333,689,16.23,258,568,1351,17,5.5,0.91,,1.3,,18,,21,0.383,0.379,3.606,,0.36,10,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,CARAWAY_SEEDS,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/caraway_seeds.webp,true,,0.007500000000,0.001000000000,0.000010000000,0.010000000000,ANNUAL,SEED,,10,,,,ROW_METHOD,0.200000000000,,9096131
76,Cinnamon,Cinnamomum,verum,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,,,3.99,1.24,247,1002,8.32,60,64,431,10,1.83,0.339,,17.466,,15,,3.8,0.022,0.041,1.332,,0.158,6,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,CINNAMON,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/default.webp,true,,,0.018000000000,,,PERENNIAL,SEED,true,,,,,,,,906
77,Cardamom,Elettaria,cardamomum,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,,,10.76,6.7,311,383,13.97,229,178,1119,18,7.47,0.383,,28,,,,21,0.198,0.182,1.102,,0.23,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,CARDAMOM,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/cardamom.webp,true,,,133.700000000000,0.000030000000,2.830000000000,PERENNIAL,SEED,true,20,,730,,ROW_METHOD,1.500000000000,,908
78,Drumstick tree,Moringa,oleifera,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,38,,9.4,1.4,64,185,4,147,112,337,9,0.6,0.105,,1.063,,378,,51.7,0.257,0.66,2.22,,1.2,40,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,DRUMSTICK_TREE,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/drumstick_tree.webp,true,,,,,,PERENNIAL,SEED,true,,,,,,,,12119029
79,Mace,Myristica,fragrans,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,,,6.71,32.38,475,252,13.9,163,110,463,80,2.3,2.467,,1.5,,40,,21,0.312,0.448,1.35,,0.16,76,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MACE,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/mace.webp,true,,,0.049000000000,,9.000000000000,PERENNIAL,SEED,true,,,,,,,,908
80,Nutmeg,Myristica,fragrans,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,,,5.84,36.31,525,184,3.04,183,213,350,16,2.15,1.027,,2.9,,5,,3,0.346,0.057,1.299,,0.16,76,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,NUTMEG,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/nutmeg.webp,true,,,0.049000000000,,14.500000000000,PERENNIAL,SEED,true,,,1460,,,,,908
81,Anise seeds,Pimpinella,anisum,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.6,0.4,true,0.6,1.15,1.1,,true,,,,17.6,15.9,337,646,36.96,170,440,1441,16,5.3,0.91,,2.3,,16,,21,0.34,0.29,3.06,,0.65,10,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,ANISE_SEEDS,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/anise_seeds.webp,true,,0.006300000000,0.056000000000,0.000010000000,,ANNUAL,SEED,,6,,130,,ROW_METHOD,0.152400000000,,909
82,Pepper, black,Piper,nigrum,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,18,,1.66,0.45,27,14,0.46,17,32,256,13,0.25,0.094,,0.1,,17,,82.7,0.081,0.054,1.242,,0.357,29,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,BLACK_PEPPER,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/pepper_black.webp,true,,0.010000000000,0.500000000000,,2.500000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,30,,780,,,0.076200000000,,90411
83,Vanilla,Vanilla,planifolia,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,,,0.06,0.06,288,11,0.12,12,6,148,9,0.11,0.072,,0.23,,,,,0.011,0.095,0.425,,0.026,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,VANILLA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/vanilla.webp,true,,,0.325000000000,,2.000000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,730,,,2.000000000000,,90500
84,Ginger,Zingiber,officinale,Stimulant, spice and aromatic crops,Spice and aromatic crops,0.99,0.4,true,0.75,1.04,0.99,,true,,,,8.98,4.24,335,114,19.8,214,168,1320,27,3.64,0.48,,33.3,,2,,0.7,0.046,0.17,9.62,,0.626,13,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,GINGER,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/ginger.webp,true,,,1.793000000000,,,ANNUAL,SEEDLING_OR_PLANTING_STOCK,true,,,120,,ROW_METHOD,0.177800000000,,91010
85,Quinoa,Chenopodium,quinoa,Cereals,Cereals,1.3033333,0.5072,true,0.44333333,1.0733334,0.43333334,,true,,,,14.12,6.07,368,47,4.57,197,457,563,5,3.1,0.59,,2.033,,1,,,0.36,0.318,1.52,,0.487,184,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,QUINOA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/quinoa.webp,true,,0.006300000000,0.129000000000,0.000010000000,0.050000000000,ANNUAL,SEED,,4,,90,,,0.300000000000,,10085000
87,Buckwheat,Fagopyrum,esculentum,Cereals,Cereals,1.3033333,0.5072,true,0.44333333,1.0733334,0.43333334,1,true,,,,13.25,3.4,343,18,2.2,231,347,460,1,2.4,1.1,,1.3,,,,,0.101,0.425,7.02,,0.21,30,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,BUCKWHEAT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/buckwheat.webp,true,true,0.030000000000,0.153000000000,0.000020000000,,ANNUAL,SEED,,3,,21,,,,0.005604000000,10081000
88,Durum wheat,Triticum,durum,Cereals,Cereals,1.3033333,0.5072,true,0.44333333,1.0733334,0.43333334,1,true,,,,13.68,2.47,339,34,3.52,144,508,431,2,4.16,0.553,,3.012,,,,,0.419,0.121,6.738,,0.419,43,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,DURUM_WHEAT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/durum_wheat.webp,true,,,0.282000000000,,,ANNUAL,SEED,,,,,,,,,100119
1273,Durum wheat - simeto5,Triticum,durum     ,Cereals,Cereals,1.3033333,0.5072,,0.44333333,1.0733334,0.43333334,1,,,,,13.68,2.47,339,34,3.52,144,508,431,2,4.16,0.553,,3.012,,,,,0.419,0.121,6.738,,0.419,43,,,,15e79e32-5875-11ea-a274-22000a946868,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Durum wheat - simeto5,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/durum_wheat.webp,,,,,,,ANNUAL,SEED,,,,,,,,,100119
1274,Durum wheat - simeto2,Triticum,durum     ,Cereals,Cereals,1.3033333,0.5072,,0.44333333,1.0733334,0.43333334,1,,,,,13.68,2.47,339,34,3.52,144,508,431,2,4.16,0.553,,3.012,,,,,0.419,0.121,6.738,,0.419,43,,,,15e79e32-5875-11ea-a274-22000a946868,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Durum wheat - simeto2,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/durum_wheat.webp,,,,,,,ANNUAL,SEED,,,,,,,,,100119
1275,Durum wheat - Simeto1,Triticum,durum     ,Cereals,Cereals,1.3033333,0.5072,,0.44333333,1.0733334,0.43333334,1,,,,,13.68,2.47,339,34,3.52,144,508,431,2,4.16,0.553,,3.012,,,,,0.419,0.121,6.738,,0.419,43,,,,15e79e32-5875-11ea-a274-22000a946868,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Durum wheat - Simeto1,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/durum_wheat.webp,,,,,,,ANNUAL,SEED,,,,,,,,,100119
1743,Carrot,,,Fruit and nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ad0ce20-3112-11ec-b36e-0242ac130002,true,,,111582581974837730105,111582581974837730105,2021-10-20 19:09:22.678+00,2021-10-20 19:09:22.678+00,Carrot,https://litefarmbeta.nyc3.digitaloceanspaces.com/default_crop/v2/default.webp,,true,,,,,ANNUAL,SEED,,,,,,,,,
1276,Durum wheat - simeto3,Triticum,durum     ,Cereals,Cereals,1.3033333,0.5072,,0.44333333,1.0733334,0.43333334,1,,,,,13.68,2.47,339,34,3.52,144,508,431,2,4.16,0.553,,3.012,,,,,0.419,0.121,6.738,,0.419,43,,,,15e79e32-5875-11ea-a274-22000a946868,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Durum wheat - simeto3,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/durum_wheat.webp,,,,,,,ANNUAL,SEED,,,,,,,,,100119
1277,Durum wheat - simeto4,Triticum,durum     ,Cereals,Cereals,1.3033333,0.5072,,0.44333333,1.0733334,0.43333334,1,,,,,13.68,2.47,339,34,3.52,144,508,431,2,4.16,0.553,,3.012,,,,,0.419,0.121,6.738,,0.419,43,,,,15e79e32-5875-11ea-a274-22000a946868,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Durum wheat - simeto4,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/durum_wheat.webp,,,,,,,ANNUAL,SEED,,,,,,,,,100119
89,Maize for cereals,Zea,mays,Cereals,Cereals,1.3033333,0.5072,true,0.44333333,1.0733334,0.43333334,,true,,,,9.42,4.74,365,7,2.71,127,210,287,35,2.21,0.314,,0.485,,11,,,0.385,0.201,3.627,,0.622,19,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MAIZE_GRAIN,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/maize_for_cereals.webp,true,true,0.035000000000,0.990000000000,,,ANNUAL,SEED,,7,,,,,0.075000000000,,110313
90,Maize (corn),Zea,mays,Cereals,Cereals,1.3033333,0.5072,true,0.44333333,1.0733334,0.43333334,,true,,64,,3.27,1.35,86,2,0.52,37,89,270,15,0.46,0.054,,0.163,,9,,6.8,0.155,0.055,1.77,,0.093,42,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MAIZE_SWEET_CORN,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/maize_corn.webp,true,true,0.035000000000,0.990000000000,,,ANNUAL,SEED,,7,,50,,,0.075000000000,,100590
91,Sapodilla,Manilkara,sapota,Fruit and nuts,Other fruits,1.171875,0.45,true,0.509375,0.865625,0.6536875,,true,,20,,0.44,1.1,83,21,0.8,12,12,193,12,0.1,0.086,,,,3,,14.7,,0.02,0.2,,0.037,14,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,SAPODILLA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/sapodilla.webp,true,,,,,147.420000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,,,,,,8052100
92,Cashew nuts,Anacardium,occidentale,Fruit and nuts,Nuts,1.6,0.43333334,true,0.43333334,1.0333333,0.58453333,,true,,28,,18.22,43.85,553,37,6.68,292,593,660,12,5.78,2.195,,1.655,,,,0.5,0.423,0.058,1.062,,0.417,25,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,CASHEW_NUTS,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/cashew_nuts.webp,true,,,0.068000000000,,9.070000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,,,,,,8013
93,Custard apple,Annona,reticulata,Fruit and nuts,Tropical and subtropical fruits,0.97,0.5,true,0.62,0.85,0.78,,true,,42,,1.7,0.6,101,30,0.71,18,21,382,4,,,,,,2,,19.2,0.08,0.1,0.5,,0.221,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,CUSTARD_APPLE,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/custard_apple.webp,true,,,,,39.690000000000,PERENNIAL,SEED,true,,,,,,,,8109040
94,Breadfruit,Artocarpus,altilis,Fruit and nuts,Tropical and subtropical fruits,0.97,0.5,true,0.62,0.85,0.78,,true,,22,,1.07,0.23,103,17,0.54,25,30,490,2,0.12,0.084,,0.06,,,,29,0.11,0.03,0.9,,0.1,14,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,BREADFRUIT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/breadfruit.webp,true,,,3.300000000000,0.010000000000,300.000000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,14,,1110,,ROW_METHOD,13.000000000000,,810902090
95,Brazil nut,Bertholletia,excelsa,Fruit and nuts,Nuts,1.6,0.43333334,true,0.43333334,1.0333333,0.58453333,,true,,49,,14.32,67.1,659,160,2.43,376,725,659,3,4.06,1.743,,1.223,,,,0.7,0.617,0.035,0.295,,0.101,22,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,BRAZIL_NUT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/brazil_nut.webp,true,,,0.820000000000,0.010000000000,24.000000000000,PERENNIAL,SEED,true,14,,2190,,,,,8012
96,Papaya (pawpaw),Carica,papaya,Fruit and nuts,Tropical and subtropical fruits,0.97,0.5,true,0.62,0.85,0.78,,true,,38,,0.47,0.26,43,20,0.25,21,10,182,8,0.08,0.045,,0.04,,47,,60.9,0.023,0.027,0.357,,0.038,37,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PAPAYA_PAWPAW,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/papaya_pawpaw.webp,true,,,3.900000000000,,29.000000000000,PERENNIAL,SEED,true,21,,180,,,,,8072000
97,Pecan nut,Carya,illinoinensis,Fruit and nuts,Nuts,1.6,0.43333334,true,0.43333334,1.0333333,0.58453333,,true,,47,,9.17,71.97,691,70,2.53,121,277,410,,4.53,1.2,,4.5,,3,,1.1,0.66,0.13,1.167,,0.21,22,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PECAN_NUT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/pecan_nut.webp,true,,,,,20.410000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,150,,,,,8029010
98,Chestnut,Castanea,sativa,Fruit and nuts,Nuts,1.6,0.43333334,true,0.43333334,1.0333333,0.58453333,,true,,20,,6.39,4.45,374,67,2.38,74,175,986,37,0.35,0.65,,1.3,,,,15,0.295,0.36,0.85,,0.663,109,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,CHESTNUT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/chestnut.webp,true,,,0.370000000000,,,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,,,,,,80242
99,Orange (bitter),Citrus,aurantium,Fruit and nuts,Citrus fruits,1.5,0.35,true,0.3,0.85,0.45,,true,,27,,0.94,0.12,47,40,0.1,10,14,181,,0.07,0.045,,0.025,,11,,53.2,0.087,0.04,0.282,,0.06,30,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,ORANGE_BITTER,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/orange_bitter.webp,true,,,,,13.000000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,1095,,,,,8055000
